all_avg_price	first_seven_avg_price	last_three_avg_price
130.59	150.53	91.72
570.25	649.2	438.66
129.52	78.81	218.25
161.38	111.75	211.0
235.25	223.0	265.0
584.75	482.4	755.33
330.62	379.09	224.0
178.84	285.98	36.0
200.91	40.14	290.22
714.68	991.99	90.75
182.04	174.24	194.09
361.88	444.0	225.0
44.44	54.59	28.49
1490.43	425.5	2910.33
208.07	221.81	197.38
300.5	282.5	327.5
523.37	594.75	237.87
145.38	140.5	150.25
487.4	505.88	462.78
189.67	201.0	178.33
160.33	197.67	123.0
95.8	91.4	101.67
222.67	332.0	113.33
86.35	62.41	142.2
148.4	153.0	130.0
670.69	820.4	171.67
262.0	228.0	304.5
50.12	30.66	67.42
369.91	133.36	517.75
197.09	190.25	201.0
273.89	106.11	357.78
182.75	241.33	147.6
245.12	121.07	307.14
411.42	470.67	309.36
109.6	118.3	83.5
243.98	240.29	247.67
60.75	54.3	67.2
115.47	139.0	50.75
260.21	267.45	242.12
925.88	968.77	831.5
254.11	212.0	275.17
191.28	131.83	237.52
90.02	57.17	147.5
630.5	530.67	780.25
24.25	21.01	35.05
164.21	146.55	227.29
87.08	87.75	86.25
135.18	109.97	194.0
324.23	249.36	449.0
157.5	157.4	157.6
511.71	641.0	339.33
529.02	640.44	278.32
221.33	187.11	324.0
2294.68	1018.46	3343.0
347.23	312.49	386.93
277.12	315.59	233.85
67.4	100.38	26.18
209.6	262.0	157.2
797.54	841.67	764.45
202.39	262.54	142.25
167.21	195.5	144.58
642.96	211.21	2369.94
287.38	258.4	335.67
131.05	111.77	155.84
188.65	210.88	125.67
201.09	235.15	156.8
163.6	161.67	170.67
118.64	121.66	116.91
472.83	483.33	462.33
161.88	280.0	67.38
149.05	74.82	235.65
242.75	149.0	399.0
376.39	390.05	359.31
310.71	393.92	136.75
190.46	161.0	288.67
186.99	205.58	155.11
384.63	414.62	274.67
408.19	527.7	333.49
30.28	45.42	7.58
44.71	37.16	49.42
297.22	294.87	309.0
409.0	549.67	303.5
160.33	192.0	128.67
532.45	553.04	492.85
292.68	115.0	444.99
504.29	547.33	472.0
337.14	248.0	456.0
120.44	182.71	58.16
385.3	418.0	352.6
183.68	142.99	235.99
194.81	185.67	215.71
206.64	147.67	228.75
106.35	94.95	117.75
1959.58	628.3	3956.5
86.51	72.12	105.0
341.15	298.43	400.96
401.41	452.55	307.67
193.41	329.53	57.29
179.67	151.4	215.0
245.55	226.0	265.11
91.37	98.01	76.45
216.1	173.57	315.33
209.19	224.9	166.0
368.95	426.62	215.17
234.06	361.55	163.95
217.26	235.49	168.67
537.48	486.38	701.0
55.77	40.93	70.6
351.64	421.25	258.83
45.45	39.39	67.67
266.2	297.33	219.5
284.55	329.17	231.0
658.5	771.33	590.8
130.68	124.22	137.99
527.3	547.68	453.18
252.69	141.25	401.27
678.58	781.71	437.93
521.67	685.0	195.0
668.91	109.36	923.25
497.04	733.73	125.11
62.72	56.48	68.97
370.4	343.6	424.0
242.44	205.0	261.17
299.27	292.67	309.17
89.85	66.84	101.36
403.1	465.86	256.67
282.14	244.0	333.0
137.75	183.0	97.53
541.88	689.56	453.27
2195.59	1513.58	3832.4
156.3	97.52	253.11
120.06	188.8	95.79
99.98	109.17	88.75
67.36	68.06	65.27
357.3	315.17	420.5
139.36	150.81	73.5
112.38	131.2	81.0
317.59	325.17	262.0
58.89	80.26	49.18
90.43	73.98	111.0
132.78	97.23	163.24
379.89	369.74	405.25
68.99	82.25	51.32
50.59	31.8	81.9
380.64	407.36	321.28
297.67	290.67	304.67
1665.43	2049.85	50.86
216.44	166.25	256.6
380.57	444.44	265.6
133.37	215.6	51.12
18.22	19.52	16.92
214.21	205.7	225.56
185.14	184.67	185.5
311.0	349.0	280.6
77.24	80.5	71.36
224.17	251.33	197.0
197.68	198.8	196.56
239.15	221.62	250.83
298.82	42.97	554.67
270.89	273.04	265.89
185.38	141.4	258.67
371.92	431.64	302.24
294.83	247.0	342.67
321.29	153.25	545.33
243.7	346.75	140.65
408.94	406.33	411.88
167.07	195.72	71.57
191.77	203.69	159.0
138.75	121.16	156.33
184.84	242.76	97.97
130.83	101.25	170.27
435.91	620.33	214.6
241.12	244.6	235.33
659.07	1073.76	140.7
865.48	818.83	974.33
114.13	155.93	72.33
242.7	71.22	471.33
94.56	127.63	74.72
214.66	156.61	316.25
216.43	283.25	127.33
174.55	182.4	151.0
29.15	26.59	31.19
1325.25	1980.2	233.67
138.72	140.22	137.22
63.79	52.63	71.51
212.47	213.05	211.2
285.5	217.75	353.25
114.42	167.67	61.17
91.69	102.43	66.63
292.9	318.19	208.6
285.5	97.25	411.0
851.06	925.0	758.62
69.62	73.84	58.66
36.04	35.43	36.95
281.62	420.4	194.88
186.29	140.67	220.5
346.0	427.43	203.5
283.56	232.0	348.0
583.33	418.0	748.67
227.04	206.91	274.0
666.7	690.17	631.5
266.56	267.2	265.75
332.25	288.6	405.0
208.79	181.83	276.17
373.35	341.96	425.67
128.05	85.72	158.29
362.33	340.67	384.0
455.38	348.67	695.5
5273.58	5324.15	5164.0
342.89	573.0	189.48
191.56	127.75	242.6
136.28	145.37	109.0
642.76	808.93	393.5
129.54	154.67	79.3
250.28	229.43	292.0
167.73	141.65	219.9
93.93	99.52	86.95
410.0	378.75	441.25
639.4	831.82	230.5
169.97	223.67	116.27
5437.33	10279.33	595.33
105.96	100.1	117.67
680.88	751.0	564.0
1760.41	495.12	3784.86
109.78	90.4	134.0
302.42	353.0	204.43
119.94	76.07	324.67
31.33	26.93	36.18
760.57	969.64	252.86
12.75	6.0	16.6
166.81	206.3	152.0
166.54	123.82	230.62
97.19	89.61	107.3
158.5	90.97	216.39
191.62	153.25	230.0
3050.38	3080.0	3037.69
313.5	411.33	215.67
228.82	199.67	263.8
311.33	211.0	411.67
172.92	197.6	138.08
69.45	32.78	100.0
154.97	128.93	181.0
99.11	84.95	118.0
291.22	309.0	217.57
64.38	61.83	72.0
576.9	695.5	260.63
139.26	167.57	89.72
173.42	151.97	190.58
254.56	303.25	215.6
45.21	58.98	26.87
80.08	95.91	48.41
448.06	587.82	140.6
317.39	320.11	302.0
115.1	92.33	145.47
61.09	63.34	46.83
90.22	92.4	86.6
155.53	221.8	45.07
163.76	160.59	166.66
139.12	125.4	162.0
228.56	240.23	178.0
240.66	158.53	432.3
96.53	95.6	97.46
144.64	150.33	141.8
211.79	305.67	70.97
355.33	404.0	306.67
140.5	232.0	49.0
2394.41	239.1	5268.17
119.67	95.67	143.67
1047.38	327.05	2385.14
146.72	180.92	78.33
202.38	148.99	287.8
141.5	77.2	248.67
120.99	108.97	137.0
281.68	287.78	276.2
291.11	276.98	314.67
723.3	152.5	1579.5
547.71	630.0	245.97
108.22	124.6	53.6
278.21	250.0	299.38
61.52	74.98	43.26
90.3	86.71	98.66
195.66	291.75	67.53
81.51	76.28	98.97
137.47	115.27	159.67
273.04	260.0	304.0
116.88	132.75	101.0
205.71	223.9	179.71
41.17	37.55	45.7
276.54	157.94	608.6
100.42	103.42	97.42
315.79	198.38	472.33
175.57	49.12	386.33
288.82	395.33	253.31
186.8	135.75	205.36
506.38	283.8	877.33
93.26	105.27	88.11
1720.3	1328.94	2268.2
307.33	456.8	120.5
85.28	82.33	91.76
272.85	293.8	246.67
141.18	204.75	98.8
400.92	427.87	353.23
398.17	345.0	451.33
882.09	1301.6	357.7
56.51	59.96	51.69
67.77	206.25	30.84
121.29	141.67	106.0
113.49	123.6	91.59
404.2	418.67	382.5
209.12	225.25	193.0
153.36	145.29	188.33
175.0	180.5	164.0
187.47	167.14	268.78
508.41	432.75	609.3
226.5	61.67	391.33
182.26	182.38	182.0
546.0	557.8	526.33
249.68	153.97	393.25
153.83	141.38	178.72
248.49	297.5	187.22
44.51	19.4	88.45
63.36	64.15	61.25
119.41	100.33	176.65
322.43	312.0	336.33
98.15	58.63	137.67
142.06	93.62	197.41
358.62	368.1	342.83
81.35	41.11	188.67
151.76	176.84	9.67
233.67	132.33	335.0
83.81	130.34	50.57
121.7	110.33	138.75
287.11	331.5	198.33
19.66	27.51	10.24
155.6	152.2	163.25
374.56	462.0	265.25
283.1	303.24	197.5
254.9	244.79	274.0
324.75	163.5	701.0
324.41	344.56	301.75
257.08	255.67	260.25
321.68	420.36	148.99
221.21	213.6	272.0
83.43	93.0	70.67
264.37	191.66	308.0
132.5	181.6	50.67
4.86	2.56	6.4
120.87	174.98	54.73
963.0	1271.0	552.33
149.61	95.0	182.38
45.83	52.94	33.99
412.82	499.86	260.5
331.82	389.58	168.17
157.46	162.94	148.78
194.2	210.83	169.25
127.18	141.76	108.95
173.16	173.2	173.13
146.73	59.5	343.0
491.04	552.71	264.93
158.22	74.0	326.67
86.82	35.45	157.45
91.24	60.67	132.0
49.99	54.73	45.25
199.61	273.98	125.25
194.23	350.75	124.67
424.22	427.08	415.67
262.43	278.5	241.0
142.84	125.67	155.72
169.11	196.43	148.62
198.33	232.6	155.5
124.54	141.33	90.97
125.08	130.97	111.33
130.1	112.45	147.75
363.72	295.18	569.36
2878.12	2218.0	3978.33
327.64	323.6	331.0
335.08	370.22	256.0
72.26	77.47	41.0
369.55	290.83	464.0
165.08	194.53	100.3
124.42	116.78	147.33
281.32	286.07	274.2
263.67	398.0	129.33
216.0	222.4	208.0
128.44	77.71	331.33
171.46	192.22	154.48
204.17	226.52	142.7
68.38	61.32	91.93
374.56	304.6	462.0
262.5	283.6	227.33
339.0	369.56	247.33
426.69	481.55	298.67
331.8	291.71	425.33
5718.37	8503.3	148.5
480.66	151.7	1007.0
232.17	276.0	188.33
183.71	89.67	254.25
234.4	330.29	138.5
264.4	144.71	543.67
725.52	758.59	502.25
338.62	382.0	208.5
181.75	188.0	171.33
727.99	914.86	429.0
1336.01	1541.99	718.07
262.0	280.71	218.33
168.29	149.69	186.88
163.9	208.12	119.67
140.45	119.99	195.0
265.54	246.06	314.25
557.09	85.19	1117.46
282.22	300.6	259.25
193.63	233.24	140.83
387.41	368.67	397.64
84.09	85.95	79.25
49105.6	70064.57	201.33
195.89	186.82	211.0
203.97	212.54	144.0
562.9	505.05	678.6
271.43	211.25	351.67
516.29	532.19	462.62
65.47	32.96	119.67
231.18	211.77	315.29
2691.38	4043.38	663.38
90.42	81.29	108.67
501.0	310.0	819.33
355.31	390.83	248.75
286.37	195.13	377.6
190.48	222.05	83.16
123.81	66.31	215.8
904.16	958.38	615.0
112.12	130.67	101.0
154.5	202.0	107.0
150.31	86.7	229.81
251.0	217.91	372.33
123.62	87.5	159.75
316.64	159.8	447.33
251.57	213.44	320.2
203.85	192.0	220.44
543.56	374.16	814.6
421.73	610.2	264.67
353.11	365.0	344.19
164.5	178.0	151.0
227.56	152.7	285.15
113.27	116.5	108.42
105.27	82.25	135.97
157.51	172.22	142.8
247.0	263.5	214.0
147.77	170.81	94.0
459.86	481.67	443.5
58.02	37.2	78.83
198.38	243.59	62.77
214.45	230.57	186.25
232.83	189.75	319.0
178.64	179.0	178.0
291.12	300.6	275.33
203.5	225.67	137.0
245.75	167.17	324.33
124.91	222.0	27.82
234.2	181.42	445.33
129.53	176.47	66.93
386.99	296.33	454.98
290.55	252.14	357.75
198.15	236.63	159.67
4497.57	7593.75	369.33
378.56	218.4	578.75
276.2	295.76	230.55
116.41	117.32	110.67
366.51	364.19	378.7
216.86	305.67	150.25
122.39	153.92	98.75
337.79	353.57	287.83
154.55	68.97	268.66
219.42	212.76	227.75
307.15	340.92	278.21
2894.33	2854.67	2934.0
139.44	144.75	135.2
424.12	362.75	485.5
331.11	338.85	305.98
145.9	109.14	231.67
56.44	48.4	66.49
189.2	198.92	177.05
288.04	281.84	311.6
100.1	126.47	73.72
167.17	157.33	177.0
165.05	237.32	56.65
474.0	542.0	372.0
161.7	154.39	172.34
162.4	128.0	196.8
177.33	206.67	148.0
297.75	319.45	207.0
191.27	200.8	181.74
160.41	142.54	178.28
222.0	209.4	237.75
1182.62	289.75	2075.5
108.35	113.66	95.96
754.05	732.44	811.67
1890.8	80.78	4304.17
307.57	420.0	157.66
561.67	675.0	448.33
165.32	234.76	87.2
115.33	104.5	121.52
36.13	32.17	50.66
134.0	167.38	45.0
298.12	363.6	189.0
231.51	193.34	486.0
150.35	238.5	99.97
108.6	40.27	176.93
196.44	252.75	151.4
279.64	328.49	214.5
140.7	169.53	54.2
962.82	1169.62	135.6
162.41	189.08	75.75
148.17	152.55	131.73
93.49	90.48	95.75
553.62	695.8	316.67
2478.81	3257.5	142.75
141.39	150.38	132.4
252.62	349.0	194.8
217.76	209.92	236.6
112.62	80.6	187.33
16.86	19.18	13.78
276.67	332.0	221.33
2060.53	1657.87	2463.2
272.93	250.57	295.29
245.33	235.33	255.33
381.68	443.81	216.0
469.82	489.47	302.75
748.0	888.67	642.5
159.55	157.5	165.0
124.4	90.95	169.0
316.06	444.83	238.8
391.12	409.95	349.7
479.28	509.79	393.86
106.97	118.24	90.59
40.51	6.64	87.92
1174.62	1252.4	1045.0
108.17	88.0	128.33
265.27	145.66	345.0
211.74	249.92	154.48
329.15	307.2	402.33
358.5	321.83	413.5
297.82	317.0	278.63
191.1	230.8	111.7
320.89	571.75	120.2
316.67	220.05	896.4
301.83	235.33	368.33
1188.95	1623.15	382.57
163.0	111.67	214.33
366.68	368.55	362.56
230.41	239.55	213.67
198.1	214.33	165.63
212.83	235.56	144.67
408.0	492.0	324.0
151.17	126.36	175.98
180.32	187.38	171.5
223.0	203.0	253.0
219.47	251.33	187.6
564.46	607.3	421.67
207.21	283.2	112.22
776.59	139.99	2262.0
295.98	476.33	175.74
313.02	91.23	645.69
166.57	164.67	168.0
87.86	86.51	90.99
253.84	297.03	37.93
273.8	372.33	126.0
146.4	174.67	118.13
143.62	158.6	118.67
228.29	212.0	240.5
61.61	4.11	104.73
66.98	75.0	58.96
297.97	314.88	255.7
712.23	190.85	1755.0
734.91	865.0	547.0
268.0	274.67	258.0
242.62	252.88	205.0
324.27	299.56	379.88
275.19	295.07	166.92
173.21	177.2	170.71
276.33	124.0	428.67
611.46	568.02	698.33
104.53	124.0	80.19
265.23	275.83	256.14
83.5	81.0	86.0
491.8	434.43	625.67
74.55	90.67	55.96
97.33	109.33	85.33
58.62	69.12	37.63
275.04	343.15	104.75
115.45	73.97	139.14
43.63	37.21	55.39
153.7	132.3	169.75
198.45	183.98	214.37
206.0	258.0	194.86
2111.88	1259.0	2623.6
328.62	233.87	439.17
322.67	397.67	247.67
325.15	297.67	347.13
320.6	352.67	272.5
672.16	687.32	638.06
356.63	346.86	382.67
210.58	192.76	218.0
13.03	12.02	19.73
162.29	172.0	155.0
180.96	217.96	125.44
187.73	188.65	184.88
2114.35	1509.38	2652.11
183.47	275.0	91.93
139.35	120.83	161.56
307.5	249.0	405.0
162.83	164.33	161.33
273.79	251.62	303.33
394.62	525.33	316.2
196.49	117.35	302.0
139.16	156.63	118.2
191.35	217.8	164.9
68.09	70.57	60.0
162.0	169.33	154.67
82.48	87.3	77.67
121.94	133.27	100.9
264.3	251.44	305.02
275.91	229.28	332.89
140.42	121.56	182.88
372.64	420.7	252.5
202.54	83.31	441.0
138.83	159.76	96.96
314.95	291.92	364.83
86.43	98.98	52.98
40.79	32.14	45.6
90.78	121.33	77.69
302.3	232.0	372.6
102.45	103.76	101.8
76.06	61.99	162.83
5253.38	5386.6	5031.33
163.43	162.0	165.33
49.68	33.13	66.23
207.0	301.67	112.33
70.56	79.3	64.0
331.67	284.0	379.33
212.0	205.0	233.0
73.53	82.95	60.97
302.42	240.21	414.4
171.0	168.8	173.75
187.06	214.75	159.38
94.58	102.09	73.94
313.5	344.33	282.67
3990.78	346.0	5205.7
1072.17	942.67	1201.67
266.05	376.6	155.5
77.55	61.7	90.24
527.78	519.02	552.3
113.81	50.56	158.09
206.44	217.47	173.36
119.97	141.67	103.7
313.5	153.0	409.8
365.97	431.47	241.5
1303.05	2563.5	42.6
249.94	236.93	310.67
136.4	115.6	178.0
180.03	194.39	136.93
93.0	106.0	85.57
422.43	686.17	224.62
200.7	174.6	235.5
284.86	342.36	123.85
163.5	202.33	124.67
347.71	362.5	328.0
337.32	336.94	338.0
522.17	620.67	423.67
919.14	740.5	1157.33
123.61	103.15	148.16
89.44	38.37	212.0
194.9	214.84	161.67
155.7	91.63	390.63
58.05	63.59	52.5
346.71	368.0	318.33
550.71	628.25	447.33
74.1	78.6	69.6
15.7	16.6	14.5
157.97	141.27	174.67
110.1	107.4	112.8
216.0	256.5	175.5
146.6	155.85	131.8
120.29	140.33	111.7
121.37	125.08	108.0
182.13	180.89	184.38
311.67	317.25	307.2
223.13	205.97	236.0
155.09	188.96	87.35
409.58	231.0	945.33
174.64	133.43	246.75
300.8	348.17	229.75
337.68	358.77	183.0
399.57	299.25	533.33
118.38	143.0	93.75
159.37	130.0	188.75
538.08	605.4	496.0
285.04	285.31	284.67
510.47	1712.33	210.0
104.49	108.14	97.92
185.23	151.87	285.33
150.23	153.85	147.82
477.0	408.0	528.75
150.81	166.15	84.32
191.82	222.44	130.57
99.81	88.21	108.83
127.02	134.76	123.5
4399.0	894.4	10240.0
164.69	123.2	233.83
69.27	59.99	106.39
124.37	105.16	157.97
2861.76	4005.97	191.93
116.73	158.5	83.32
188.57	233.25	129.0
296.38	303.0	285.33
76.43	70.69	93.67
321.39	236.73	454.43
110.28	135.5	76.66
161.03	133.77	199.2
89.12	71.6	118.33
399.71	137.75	749.0
259.0	306.07	141.33
108.93	107.68	110.9
120.56	187.67	70.22
74.34	116.7	17.87
152.62	74.0	283.67
185.86	217.32	122.93
154.26	116.59	184.4
84.51	67.92	106.63
482.49	915.93	49.05
319.15	310.63	327.67
164.7	167.57	158.0
79.86	87.5	69.67
316.57	220.67	388.5
198.26	224.07	162.13
178.21	119.8	210.67
97.4	99.0	95.27
1184.77	183.11	2854.2
91.02	120.2	42.39
203.08	242.11	125.0
212.99	128.41	361.0
116.92	123.92	102.93
536.59	428.5	691.0
1125.04	1195.86	948.0
286.81	298.09	253.0
58.34	49.13	65.24
175.29	188.67	165.25
288.44	271.62	305.25
167.95	107.06	266.31
240.73	208.0	306.2
82.26	115.3	57.48
145.44	127.36	173.86
151.03	159.38	128.77
41.97	41.6	42.78
1235.78	1677.67	352.0
683.88	903.75	464.0
103.03	51.55	205.98
144.33	175.0	113.67
128.85	131.05	119.33
180.56	142.8	227.75
88.54	101.77	57.67
120.31	145.71	90.66
32.29	29.09	37.63
992.6	1108.8	644.0
411.5	405.1	427.5
582.38	423.5	741.25
440.18	503.62	271.0
147.56	169.33	131.22
292.09	338.6	245.58
98.5	138.08	24.98
2927.04	2473.26	3683.33
258.73	326.67	217.96
193.9	234.29	99.67
245.62	242.6	250.67
994.86	131.5	2146.0
264.82	260.61	273.25
135.04	144.83	89.33
129.48	129.64	129.2
348.18	169.96	570.95
169.07	159.78	178.36
177.84	180.93	171.67
84.59	68.76	110.99
316.38	344.9	221.33
398.86	350.0	464.0
1112.45	1791.41	178.88
115.86	127.99	105.09
384.93	410.44	339.0
207.0	298.67	115.33
445.75	578.8	224.0
235.57	264.67	213.75
214.84	188.17	305.52
273.25	337.25	209.25
143.0	162.29	53.0
173.09	76.96	293.25
871.88	991.6	672.33
122.25	140.0	73.45
467.64	530.0	322.15
110.29	71.36	158.95
562.0	735.33	388.67
1420.83	1489.0	1352.67
196.23	201.21	181.3
15.94	19.0	6.73
11.46	14.4	6.33
143.42	145.01	138.63
67.85	85.64	8.53
268.22	146.6	376.33
160.33	275.0	45.67
84.63	90.67	78.59
278.5	295.67	261.33
77.29	71.4	84.64
317.45	315.54	327.67
522.75	321.75	623.25
171.62	180.0	163.25
238.53	251.6	212.4
69.91	82.03	39.6
313.2	318.04	279.33
73.49	61.5	95.74
120.29	121.08	117.67
200.22	214.95	185.5
109.44	118.88	100.0
523.5	330.4	845.33
71.54	74.51	60.67
308.22	377.71	151.88
216.72	147.1	236.06
696.48	70.97	1322.0
1414.0	1660.75	1085.0
290.38	305.75	275.0
369.33	170.0	568.67
271.3	387.0	155.6
308.75	278.6	359.0
206.87	196.07	216.92
161.44	119.75	194.8
184.31	183.19	187.31
375.67	421.0	319.0
718.5	866.86	510.8
170.38	126.0	197.0
103.1	102.29	105.0
290.11	292.33	289.0
100.15	141.85	50.1
8049.32	22.24	16076.4
187.36	279.6	110.5
83.76	93.0	76.36
419.98	358.91	481.05
342.86	441.0	212.0
128.56	111.98	244.6
153.12	201.25	105.0
27.32	5.25	37.13
240.0	130.25	386.33
169.83	179.89	147.2
212.26	233.16	191.37
346.21	263.61	490.75
97.84	150.97	58.0
148.48	196.0	100.97
373.0	594.67	151.33
418.63	500.07	302.29
43.61	44.9	39.74
105.23	131.98	11.6
452.96	511.92	335.04
401.43	508.33	332.71
60.43	36.58	90.25
228.0	216.92	261.25
108.36	122.0	94.72
173.46	91.42	255.5
91.27	103.8	81.88
101.29	126.25	68.0
145.6	125.36	161.8
106.86	119.0	100.78
54.73	43.63	65.83
172.03	234.18	96.06
269.7	217.71	391.0
142.94	130.14	160.86
141.88	109.8	195.33
143.8	182.4	83.14
101.02	79.79	143.5
219.57	247.75	182.0
151.69	109.27	183.5
113.9	130.12	49.0
139.49	154.06	76.33
176.71	230.61	131.79
166.78	158.25	173.6
81.92	60.17	103.67
1426.1	1799.38	959.5
211.55	182.2	260.47
433.25	448.25	403.25
194.25	210.8	166.67
185.77	229.65	76.08
103.06	94.25	135.33
323.14	270.75	393.0
437.44	323.5	528.6
144.45	168.4	120.5
510.88	600.6	361.33
447.88	346.77	567.36
301.64	340.5	204.5
400.19	433.44	245.0
305.73	391.99	133.2
158.82	116.69	271.17
151.58	133.8	178.25
163.8	172.5	150.75
200.02	176.03	248.0
292.24	325.18	200.0
454.91	495.18	318.0
155.52	86.33	217.78
138.09	144.7	132.21
130.18	141.58	102.8
255.88	266.2	238.67
359.29	511.33	245.25
138.33	162.0	114.67
324.36	266.71	425.25
407.67	476.25	270.5
179.7	179.19	180.86
161.64	159.0	163.83
86.32	88.67	83.97
95.45	125.71	60.13
349.53	321.89	626.0
143.93	135.4	165.25
141.85	118.56	180.67
317.41	302.27	359.8
113.65	126.2	103.03
2840.86	5452.67	882.0
126.2	131.33	120.05
105.81	109.16	92.4
49.02	56.18	41.86
57.97	60.01	52.53
411.75	468.17	355.33
201.14	160.75	255.0
252.25	204.8	331.33
5750.27	147.33	7851.38
84.87	109.43	17.32
35.76	23.53	41.88
623.56	1801.67	34.51
41.38	46.43	27.9
206.98	215.63	198.33
387.24	219.78	1615.33
111.87	98.0	120.19
187.68	223.4	73.36
252.91	268.11	218.7
48.27	34.59	68.8
41.24	20.38	76.0
115.82	150.17	74.6
253.71	258.0	250.5
644.29	895.33	456.0
75.49	80.81	57.43
44.65	26.46	77.98
331.25	282.86	399.0
238.0	105.75	370.25
47.42	42.53	52.3
283.3	324.17	234.26
196.99	196.22	198.0
143.34	71.6	239.0
93.22	117.11	65.33
76.67	66.75	96.5
120.17	160.0	93.61
84.3	110.63	68.51
240.81	192.27	378.33
395.14	497.83	318.12
71.0	77.8	52.87
91.33	118.67	63.99
141.9	155.12	115.45
324.0	313.0	337.75
222.08	219.52	241.67
1537.12	365.96	5050.6
85.86	101.7	67.38
848.85	1702.11	185.21
333.92	334.0	333.8
874.77	362.0	1473.0
291.42	451.14	105.08
197.77	196.21	200.5
378.22	375.17	384.33
137.44	122.98	185.67
99.01	106.95	88.75
680.24	909.64	259.67
154.34	211.28	83.17
92.47	97.84	36.96
210.73	227.57	181.25
139.16	36.13	262.8
3743.58	165.83	12091.67
477.03	343.88	876.5
182.5	212.4	132.67
164.76	119.97	254.33
158.0	174.75	144.6
124.47	181.07	48.99
98.06	104.1	88.0
153.89	144.0	166.25
5608.26	8028.75	2380.93
103.68	121.33	99.61
423.0	368.67	463.75
79.6	34.44	124.76
258.75	314.96	146.33
83.52	75.78	94.57
807.12	208.75	1405.5
203.12	286.86	138.0
1623.88	2079.49	257.06
109.2	96.18	130.9
106.25	116.25	92.93
369.57	476.2	262.95
492.0	502.6	484.43
46.24	34.56	55.97
2008.4	1629.72	2481.75
164.71	152.67	173.75
490.43	499.5	478.33
415.27	454.62	310.33
133.67	131.32	138.16
316.04	389.68	82.83
394.7	413.34	276.67
358.17	358.67	357.67
88.46	79.24	109.97
7419.72	5780.12	8731.4
1043.6	213.0	1874.2
45.64	77.33	13.95
270.76	269.85	273.8
71.02	78.5	48.59
273.83	116.22	683.6
278.84	325.02	168.0
99.88	108.57	91.2
334.85	312.14	361.33
169.0	191.75	146.25
3361.03	4725.05	178.33
361.15	477.07	90.67
324.2	425.25	134.71
150.16	168.16	110.56
35.25	25.24	52.75
240.57	225.0	261.33
182.96	362.67	75.13
89.69	175.38	40.73
153.22	177.4	123.0
106.35	42.03	170.67
313.71	495.0	177.75
129.04	125.47	132.1
333.27	345.12	301.67
80.38	137.08	23.67
177.39	170.35	196.75
197.22	122.83	346.0
458.67	510.47	208.32
346.02	377.45	259.56
78.14	88.81	51.47
333.22	38.96	745.18
131.5	157.51	96.83
425.29	311.0	577.67
184.27	128.68	253.75
284.0	186.0	357.5
187.25	189.2	184.0
309.29	283.3	353.86
44.98	45.78	42.6
394.82	605.0	184.63
318.86	436.25	162.33
183.0	74.33	248.2
188.45	160.2	212.0
305.0	366.6	202.33
203.62	212.8	188.33
216.5	211.4	225.0
231.1	244.55	190.75
128.16	140.99	115.33
545.95	67.12	1344.0
194.74	176.97	205.4
127.85	126.33	129.0
137.3	143.3	125.3
1294.88	2091.76	409.47
267.88	318.4	183.67
294.05	292.46	302.0
129.73	64.0	151.64
127.43	121.0	136.0
173.53	81.55	265.5
465.55	497.0	439.33
379.07	405.54	343.78
318.66	536.5	144.38
71.82	60.76	105.0
204.1	244.6	153.47
131.33	122.25	143.81
154.62	100.4	245.0
1791.71	2250.55	109.33
1075.4	42.75	1763.83
475.71	588.38	378.06
206.93	181.8	238.33
44.64	37.77	48.76
91.28	95.11	79.8
212.33	246.92	122.4
137.09	241.12	88.13
178.2	151.18	277.25
92.96	122.8	63.12
93.69	137.83	55.86
112.9	125.4	95.4
119.87	102.5	137.25
272.32	289.51	152.0
41.22	42.19	38.9
39.51	11.57	76.78
2390.86	2493.0	2314.25
810.24	1726.67	122.92
356.76	357.94	354.0
184.8	145.5	211.0
1711.0	1913.0	1441.67
219.56	252.61	172.98
203.89	240.33	89.36
376.25	473.21	36.91
130.33	122.67	138.0
170.0	152.0	183.5
91.8	106.7	71.93
1507.22	4228.75	297.64
103.96	106.19	99.5
183.66	157.63	196.67
346.53	337.82	370.5
177.41	167.33	184.96
344.88	610.36	13.02
254.57	265.91	213.0
306.25	374.5	238.0
3664.29	2413.0	5332.67
9643.67	5776.75	25111.33
171.85	222.92	141.2
5185.5	5964.88	2068.0
240.18	273.83	199.8
293.38	298.4	285.0
215.13	142.07	434.33
387.29	391.0	382.33
205.05	178.66	257.83
142.93	206.67	79.19
129.68	113.16	153.72
195.81	218.38	163.56
92.93	60.93	124.93
75.53	73.75	76.72
197.14	188.25	209.0
78.4	103.0	53.8
735.09	797.71	625.5
178.86	91.6	280.67
627.3	785.46	216.1
276.72	268.27	314.75
206.54	212.9	185.33
173.6	280.7	112.4
146.43	113.72	211.85
386.7	312.86	559.0
556.0	704.67	407.33
70.56	43.62	140.6
283.25	256.11	364.67
84.26	127.82	18.9
252.56	382.0	90.75
638.13	867.78	224.76
120.73	68.52	186.0
148.8	139.14	161.67
90.25	91.42	86.45
112.22	122.67	91.33
217.3	58.34	416.0
133.42	85.33	169.49
531.08	615.33	446.83
147.5	171.33	123.67
172.55	184.86	151.0
388.55	447.5	231.33
306.9	300.2	313.6
188.2	179.5	201.25
122.16	61.25	162.77
77.12	39.75	93.14
77.17	16.77	238.23
235.8	220.33	259.0
95.81	94.38	97.5
