wm_poi_id	wm_poi_name	primary_second_tag_name	primary_third_tag_name	primary_first_tag_name	poi_brand_id	aor_id	poi_score	delivery_comment_avg_score	food_comment_avg_score
17304	402923-e61012-e33426-1c925-961815-121306-8d3794-16978-901869-713861-f91501-923691-762750-5a1952-ac854-8c2935-431608-272349	0	12	0	8		4.32	4.88	4.41
17305	b92083-083121-c34009-2c1019-81588-121306-702602-50882-431608-272349	7	37	0	8		0	0	0
17306	141582-ce4073-322524-082380-233398-33816	0	1	0	8		4.38	4.84	4.41
17307	c43775-222440-603585-0a2432-383668-d556-0e880-c02692-cf2679-431608-121306-302459-112251-431608-272349	27	未知	9	NULL		5	5	0
17308	4e3692-2a1954-dd3028-021794-c53116-fc3373-72226-2f1084	4	52	0	8		4.17	4.2	4.67
17309	ff2965-341600-341600-121306-ac483-9a203-231660-d0128-431608-272349	9	未知	1	8		4.89	4.56	4.89
17310	873374-1b955-c02692-11995-262624-d42982-121306-521153-61964-8c2935-431608-272349	6	未知	2	1381		4.92	4.82	4.92
17311	eb2057-492461-be2895-bc3855-e21602-43819-54938	0	26	0	8		4.57	4.78	4.56
17312	2c3454-6f1663-8a2234-c21871-121306-4b644-111881-39147-cd3847-431608-272349	0	18	0	8		4.72	4.79	4.69
17313	243077-f83517-391919-243077-193506-ae786-121306-1b286-1d553-262045-a21596-31171-bb973-871632-431608-272349	0	0	0	24		4.55	5	4.6
17314	c21871-4a355-c62143-532065-5f1581-2b3552-5c2699-121306-d82137-403983-5e2725-951677-431608-272349	3	25	0	8		0	0	0
17315	a22132-99196-2522-611350-432525-a8274-1b3461-b6684-652546-044020-1e2402-491041-da270	3	41	0	8		0	0	0
17316	0e3393-97528-47381-2d4026-222440-292238-ea2006-87107-222440-a8274-231497-a8274-6b3409-292238-c62143-99587-c41429-4a2318-121306-ad211-112251-5e2725-951677-431608-272349	1	23	0	1382		4.59	4.69	4.7
17317	7f3309-262624-121306-102277-9f1640-39147-a33936-063761-c92922-773777-652546-a22132-99196-99196-431608-272349	6	未知	2	110		4.77	4.96	4.81
17318	713119-46474-983846-ca1124-121306-69229-af2835-d1637-b9272-bd319-032517-082331-643433-b4466-2c3401-524061-032517-342036-572883-3c1399-272349	18	未知	5	NULL		0	0	0
17319	6f3045-2e1710-231660-262634	2	未知	1	8		0	0	0
17320	b92083-7b985-7b985-b2193-fc3373-d72063-121306-8d3794-16978-16978-901869-713861-901015-192896-412213-5a1952-ac854-8c2935-272349	0	40	0	1383		4.41	5	4.5
17321	8a2234-5a537-8c2935	1	13	0	8		4.36	4.91	4.38
17322	cf2679-be1042-cf2679-61964-121306-812352-7e1325-c02692-cf2679-e31999-59550-422539-311279-2f3404-c73396-c02692-cf2679-272349	27	未知	9	NULL		3.86	4.43	0
17323	6a3579-cc2258-b1749-133334-121306-102277-9f1640-e72867-262634-492461-871632-431608-272349	21	未知	5	NULL		4.87	4.9	0
17324	253623-653615-4c2815-121306-2c3454-652630-431608-272349	0	0	0	1		4.79	4.93	4.83
17325	702602-593882-123573-072336-cd3438-121306-342036-aa3982-cd3847-431608-272349	4	110	0	872		5	5	5
17326	a72217-432547-2e1710-111881-432547-513720-fa562-931140	22	未知	7	NULL		0	0	0
17327	242302-f13620-121306-4b644-111881-431608-272349	1	33	0	8		4.11	5	4.32
17328	a81742-042150-4a3834-0652-121306-9b2653-752556-8c2935-431608-272349	7	36	0	35		5	5	5
17329	982414-5b1293-d82616-d62216-121306-59366-e41314-8a2234-c21871-272349	0	21	0	8		4.69	4.88	4.72
17330	8b3036-7f4028-db2797-812352-43819-54938-341620-233398-6d3428-121306-8d3794-a53996-901869-713861-901015-a93922-52727-0e3899-5a1952-ac854-8c2935-431608-272349	0	39	0	172		4.85	4.94	4.85
17331	ce4073-60725-031708-eb2057-492461-bc3855-e21602-43819-54938	0	26	0	NULL		0	0	0
17332	513720-5a1952-b7307-8f2156-121306-402923-063761-431608-272349	28	未知	10	NULL		4.82	4.85	0
17333	87107-611350-87107-611350-262624-d42982	6	未知	2	8		4.72	4.75	4.77
17334	d72063-d31298	0	40	0	1384		4.69	5	4.85
17335	b92083-8d1398-b43550-b62021-121306-5a1952-ac854-8c2935-431608-272349	0	7	0	8		4.91	4.88	4.89
17336	0a1751-b51328-ae2775-121306-792828-6b2044-d0235-192394-492461-871632-431608-272349	6	未知	2	804		4.79	4.71	4.79
17337	521153-4f1911-e3267-97528-121306-923691-082331-661087-821665-8c2935-431608-272349	1	13	0	1385		4.52	5	4.52
17338	29900-41810-842342-121306-102277-9f1640-82308-68558-063761-431608-272349	17	未知	4	NULL		5	5	0
17339	5a3200-031708-e01010-b1749-d556-b7307-8f2156-121306-de1296-ed2191-9b2653-752556-5e2725-951677-431608-272349	21	未知	5	NULL		5	5	0
17340	e52645-f32176-d71618-fc3373-f63938-24424-6e4044-d71618-121306-402923-a33936-063761-431608-272349	0	38	0	8		0	0	0
17341	9f1640-141582-8d1398-8d1398-082380-233398-33816-121306-5e2725-98183-063761-431608-272349	0	1	0	8		0	0	0
17342	102277-9f1640-604088-812352-ae2775-b1749-431608-121306-41810-ed2191-b1749-431608-272349	21	未知	5	NULL		4.94	5	0
17343	16978-572883-572883-121306-851875-6b1586-431608-272349	6	未知	2	53		4.89	4.97	4.91
17344	8d3237-9f757-572589-121306-f71647-6b2044-231402-111881-a53996-0c1478-e33591-431608-272349	29	未知	10	NULL		4.8	4.93	0
17345	87965-f51944-f51944-f92329-121306-402923-e61012-431608-272349	40	未知	3	NULL	3	5	5	0
17346	31171-5d2360-231660-be2895-121306-2b708-e314-431608-a43251-4a3610-d92985-59550-422539-272349	0	15	0	201		4.81	4.91	4.84
17347	7e970-1d1611-c02692-cf2679-431608	27	未知	9	NULL		0	0	0
17348	f91991-d7936-c62143-231660-863895-722118-de2424-fc3373-b43550-121306-102277-9f1640-052425-9f790-431608-272349	0	7	0	971		5	5	5
17349	ce4073-5d2360-061243-121306-82308-68558-431608-272349	1	2	0	388		4.45	4.8	4.42
17350	262624-341600-041286-cc1100	6	未知	2	8		0	0	0
17351	c71996-79217-9b2653-552471-fc3373-931140	1	2	0	8		4.97	5	4.97
17352	031708-6d2875-fd1051-693510-312841-002808-303211-6d2875-121306-82308-68558-063761-431608-272349	7	36	0	8		5	5	5
17353	da3538-8a2234-442854-c62143-c34009-2c1019-28807-442854-121306-051683-b0540-a93922-d0128-431608-272349	0	0	0	1386		4.87	4.92	4.88
17354	2e3421-bb2570-072829-121306-133334-5a537-514032-021922-f13620-a63626-bb2878-52727-881768-431608-272349	30	未知	11	NULL		4.2	4.6	0
17355	1e2402-d32947-c53116-d13754-81588-c62143-de2424-c53116-121306-321007-cf2679-111881-431608-272349	1	32	0	8		3.7	5	3.6
17356	993705-87107-f51944-111881	40	未知	3	NULL		0	0	0
17357	72855-39147-d52609-121306-812352-3e541-5e2725-951677-272349	28	未知	10	NULL		4.9	5	0
17358	e93671-c21014-7372-c34009-2c1019-121306-41810-8b2706-923691-361409-431608-272349	7	37	0	8		4.72	4.89	4.77
17359	8b2706-5f1609-55455-bd3656-251116-c62143-c34009-2c1019-121306-3e1059-9a203-433290-f51037-5e2725-951677-431608-272349	0	4	0	1387		4.81	4.9	4.87
17360	231660-ac854-ae2775-121306-39147-102277-4a2318-272349	1	24	0	8		4.29	4.83	4.27
17361	b92083-652408-402923-6a3579-ad2269-044020-042150-e41314-6f228-121306-5d709-d82616-111881-431608-272349	1	75	0	1096		4.3	4.78	4.3
17362	101946-b12072-66812-c62143-d686-361622-c53116-66812-b43550-121306-6a3579-222199-cd3847-431608-272349	0	15	0	1388		4.91	4.9	4.91
17363	a54081-a63626-e0770-1d3469-ac4075-ac4075-e52645-c53116-fc3373	3	10	0	8		4.55	5	4.55
17364	bb2878-43819-c62143-39147-492461-821910-044020-983846-5a1952-ac854	3	50	0	8		4.66	4.97	4.68
17365	e9994-6e4044-f81036-083121-191362-a4961-da270-812352-6e4044-121306-243857-2b4091-871632-431608-272349	0	91	0	1389		4.82	4.89	4.86
17366	a54081-3c1399-c34009-2c1019-fd2711-fa4015-2b3552-121306-fc3037-9f1640-431608-272349	7	37	0	8		4.87	4.9	4.84
17367	f83624-6d3428-43819-6d3428-121306-df681-882930-6b2044-871632-612513-0b4049-431608-272349	0	26	0	1390		4.75	4.94	4.74
17368	5e3477-2c1019-f42916-7b2476-c62143-a54081-3c1399-c34009-2c1019-28807-442854-121306-a22084-ec1703-871632-431608-272349	7	37	0	8		4.71	4.82	4.7
17369	981676-a41365-052425-3f299-9e3129-342412-981676-3f299-9e3129-c53116-66812-3f299-9e3129-b2193-c22821-121306-ad211-d82616-431608-272349	1	78	0	8		4.65	4.97	4.68
17370	0a3249-202893-8d3237-9f757-121306-cf2679-111881-39147-022566-431608-272349	29	未知	10	NULL		4.8	5	0
17371	ac854-6d3428-5b1293-693510-dd1152-d556-ae1323-f33446-6d3428-931140	0	67	0	8		4.71	5	4.64
17372	a32507-722888-1b1099-da697-a32507-2d4026-f3861-121306-b31-9e1046-ce4073-d0128-431608-272349	13	未知	2	1391		4.69	5	4.54
17373	11995-f63192-922125-b2193-b43550	0	15	0	8		4	4.76	3.94
17374	a43214-08613-2e1710-121306-231660-cc2258-431608-272349	0	7	0	9		4.76	4.96	4.79
17375	6b1586-9d3940-653615-341600-d13024-ce4005-c92945-121306-cc2258-923691-231660-d0128-6417-b13427-16978-431608-272349	8	未知	2	41		4.1	4.6	4.5
17376	2d2779-002989-7d1638-a22084-de2424-fc3373-121306-6a3579-6d2435-8b2706-6a3579-3b4047-431608-272349	0	15	0	91		4.62	4.98	4.7
17377	a22084-1f2100-4e1631	6	未知	2	8		4.92	4.87	4.89
17378	ce1281-1c925-c34009-2c1019-032517	7	37	0	8		4.43	5	4.38
17379	52727-2b4091-b1749-133334-121306-043458-43819-b1749-431608-272349	21	未知	5	NULL		4.95	4.94	0
17380	9d3940-132289-fe1605-5d709-121306-5e1438-2b167-ce4073-253866-8c2935-431608-272349	2	未知	1	95		4.82	4.84	4.82
17381	a22084-6b1586-ac854-ae2775-121306-82308-68558-063761-431608-272349	1	16	0	8		4.2	4.2	4.4
17382	923691-e42236-4c2815-c34009-2c1019-28807-442854-121306-5d2360-0a2820-431608-272349	0	0	0	8		4.67	4.8	4.67
17383	af1654-042150-5f1581-121306-021922-f13620-431608-272349	1	33	0	8		4.33	4.78	4.37
17384	002989-042150-f81036-8b3036-7f4028	0	39	0	8		4.82	4.87	4.81
17385	0c3415-351117-111881-3a316-003049-11995-262624-121306-5f1576-ed2191-231660-253880-431608-272349	6	未知	2	327		4.71	5	4.71
17386	5a537-cd3847-8c2935-8a2234-d72063	0	40	0	8		0	0	0
17387	2e3421-bb2570-072829-121306-82308-68558-ce4073-2b3528-52727-881768-a63626-552306-431608-272349	30	未知	11	NULL		5	5	0
17388	2c3454-08613-743115-ac854-121306-f1890-9c3489-ce4073-532569-431608-272349	0	34	0	8		4.83	4.81	4.8
17389	eb2057-0f95-961815-1c925-292326-ac854-6d2875-042150-121306-083121-cf2679-1c1149-a53996-0c1478-1c1149-431608-272349	7	58	0	8		4.54	4.93	4.51
17390	8e302-262624-121306-0a2820-5d2360-ed2191-431608-272349	6	未知	2	8		4.84	4.84	4.84
17391	87965-351117-b0540-a7398-d82616-f51944-262624-121306-69229-e21602-431608-272349	6	未知	2	250		4.85	4.9	4.88
17392	212715-cf1867-a92470-8c2935-121306-6a3579-d0128-102277-713861-431608-272349	6	未知	2	658		4.85	4.94	4.88
17393	9b2653-a63626-0c3415-fa1254-e21103-2d2087-b2193-fc3373-d72063	0	40	0	8		4.67	5	4.67
17394	b31-a21596-031473-c71996-e61012-2c3401-3c2588-021794-8d3237-f83517	0	26	0	8		4.75	5	4.75
17395	a62740-7c3586-712910-121306-e52645-7b1223-d82616-d62216-272349	0	21	0	8		4.86	5	4.86
17396	923691-762750-b7307-8f2156-121306-c92945-513720-9b2653-dc3924-431608-272349	28	未知	10	NULL		4.84	5	0
17397	842342-b22181-223664-d91077-6b1653-222226-121306-99789-8c2935-192896-652408-5e2725-951677-431608-272349	2	未知	1	18		4.5	5	4.61
17398	7b3565-d3331-e93887-613072-6d930-ae786-121306-a21596-573347-063761-431608-272349	0	4	0	78		4.8	4.94	4.86
17399	1a61-8a2234-c71346-c62143-b2193-682499-d81534-b43550-c62143-c53116-fc3373-a23694-b43550-121306-b31-68558-431608-272349	0	70	0	383		4.76	4.92	4.76
17400	43819-10905-3a1157-bd3656-251116-121306-342412-223743-231660-cc2258-ce4073-d0128-431608-272349	0	4	0	437		4.77	4.9	4.79
17401	aa2833-a11519-fd1051-c62143-a11519-d81534-c62143-2c1019-79400-d81534-121306-402923-a22084-063761-431608-272349	1	16	0	8		4.58	4.97	4.55
17402	771437-eb2057-002989-a8269-8d1398-b04084-b04084-d72063-121306-451278-8b2706-201968-542338-8c2935-431608-272349	0	40	0	8		4.78	5	4.78
17403	90685-8a2234-6d2875-e72410-6f379-6d2875-fc3373-b43550-121306-021922-f13620-231660-e72867-8c2935-431608-272349	0	15	0	8		4.86	4.84	4.89
17404	5a1952-b62021-f2255-4a2318-121306-41810-242302-e22943-272349	37	未知	8	NULL		4.75	4.95	0
17405	28807-442854-be2895-121306-102277-9f1640-53426-eb2057-d0128-a53996-814098-16978-16978-16978-431608-272349	0	0	0	123		4.69	4.93	4.77
17406	212420-322524-a23694-b43550-121306-c71996-cd3847-652630-431608-272349	0	15	0	8		4.84	4.91	4.8
17407	9f790-661087-031708-121306-272177-112251-d82616-8c2935-431608-272349	1	33	0	8		4.5	5	4.75
17408	ac854-aa797-2e1710-c62143-b2193-722118-341600-a63360-121306-69229-223743-043128-cd3847-9b2653-dc3924-431608-272349	0	7	0	469		4.66	5	4.75
17409	d52605-7d1638-ab404-c62143-231660-863895-a33280-7e1075-b43550-121306-821910-593882-3b4047-431608-272349	0	15	0	8		4.67	4.88	4.74
17410	603872-dc2847-f3861-f3861-a54081-3c1399-c34009-2c1019-fd2711-013607-251116-121306-f0170-2e1710-862767-431608-272349	3	10	0	8		4.69	4.95	4.71
17411	f51944-cc34-cc34-d82616-f51944-002808-121306-5d2360-cc2258-871632-431608-272349	10	未知	1	8		4.9	4.98	4.91
17412	6b1586-9d3940-653615-341600-d13024-ce4005-c92945-121306-39147-a33936-063761-6417-b13427-a53996-431608-272349	8	未知	2	41		0	0	0
17413	5d2360-094065-74760-121306-9b2233-eb2057-181062-e33591-431608-272349	0	15	0	51		4.87	4.98	4.85
17414	243077-f83517-391919-243077-193506-ae786-121306-102277-9f1640-102277-753219-871632-431608-272349	0	0	0	24		4.59	4.83	4.61
17415	b12072-572883-8d3237-9f757-c62143-b7307-8f2156-121306-a21596-bb973-063761-72226-231660-d0128-431608-272349	29	未知	10	NULL		4.85	5	0
17416	342036-43819-b82604-961815-121306-192896-193506-8c2935-431608-272349	0	57	0	303		4.72	4.92	4.75
17417	b51328-5b1293-a33027-3c1399-262624-e41314-6f228	1	14	0	8		4.32	5	4.27
17418	4a2318-231660-d63854-121306-f01370-493684-8f2156-951677-431608-272349	26	未知	8	NULL		4.65	4.9	0
17419	87965-713861-a33280-c93763-042150-39147-102277-4a2318-121306-3e1059-c60-c92922-702602-431608-272349	1	24	0	8		4.48	4.94	4.52
17420	4a1218-68558-2c1019-df2800-82451-d71618-121306-492461-6b2044-431608-272349	0	38	0	8		4.91	5	4.94
17421	5d709-c3759-c3759-c62143-11995-262624-c02692-f51944-262624-121306-911529-111881-431608-272349	6	未知	2	8		4.71	4.9	4.72
17422	60725-5a3200-341600-d13024-99196-222440-603585-0a2432-a8274-6b3409-603585-611350-0a2632-0a2632-292238-292238-121306-6b1586-dd3028-2b3117-6f824-231660-242273-431608-272349	8	未知	2	102		4.89	5	4.82
17423	28807-442854-be2895-121306-e1291-103337-9b2653-dc3924-a53996-814098-a53996-59550-552153-431608-272349	0	0	0	123		4.65	4.87	4.7
17424	7b3565-d3331-e93887-613072-6d930-ae786-121306-69229-e23063-6c223-431608-272349	0	4	0	78		4.71	4.86	4.69
17425	e72410-cc2898-de2424-c53116	1	32	0	8		4.24	4.8	4.32
17426	d52609-87965-5f1609-6a3579-ad2269-a23694-d72063	0	40	0	8		4.58	5	4.58
17427	9f1640-39147-8d3237-9f757-431608-121306-492461-ea1451-133334-431608-272349	29	未知	10	NULL		4.94	5	0
17428	a72217-ad211-3a316-812352-7e1325-df2800-121725-5d709-d556-121306-5315-721935-431608-272349	5	未知	1	1392		4.84	4.94	4.83
17429	0c3415-bf1514-c43775-a32507-152853-152853-a32507-bb2878-e41314-6f228	3	84	0	1393		0	0	0
17430	bb609-a63626-432039-8a2234-c21871-121306-5d2360-65804-402923-d0128-431608-272349	7	58	0	391		4.6	4.96	4.62
17431	b92083-323291-43819-54938-121306-102277-9f1640-231660-cc2258-342412-223743-431608-272349	0	26	0	240		4.53	4.77	4.64
17432	323291-652630-fc3373-d71618-121306-3c2588-021794-43819-54938-c62143-341620-233398-6d3428-431608-272349	0	29	0	8		4.34	4.82	4.43
17433	b43550-572883-be2895-c53116-fc3373-a23694-b43550-831995-7f4028-2c1019-b43550-121306-a8269-9b2653-431608-272349	0	15	0	8		4.6	4.92	4.57
17434	342036-43819-b82604-961815-121306-0d2495-8f2156-192896-652408-431608-272349	0	57	0	8		4.71	4.88	4.7
17435	f63221-41810-b92083-e0852-121306-072768-083121-a54081-193506-1d553-431608-272349	6	未知	2	760		4.94	4.97	4.94
17436	812439-cc2258-284045-111881-121306-0a3249-111881-431608-272349	1	13	0	1394		4.68	4.94	4.72
17437	6b1586-9d3940-653615-341600-d13024-ce4005-c92945-121306-39147-a33936-063761-6417-b13427-16978-431608-272349	8	未知	2	41		4.2	5	4.2
17438	302459-d556-032517-231660-5f1609-2c1019-c62143-792305-c6828-bb3653-121306-d13713-162534-431608-272349	1	13	0	8		4.45	4.82	4.52
17439	683285-7e1325-3a1822-c02692-121306-402923-063761-231660-d0128-431608-272349	37	未知	8	NULL		4.68	4.95	0
17440	a72217-dc3924-231660-b1749-133334-121306-36950-d72077-871632-431608-272349	21	未知	5	NULL		5	5	0
17441	9f1640-1d1024-c22442-121306-403983-ed2191-431608-272349	7	36	0	279		4.4	5	4.3
17442	652408-5a1952-193506-bd3656-251116-121306-82308-68558-871632-431608-272349	0	4	0	69		4.78	4.67	4.86
17443	6e4044-d71618-db2797-812352-121306-231660-911529-431608-272349	0	38	0	8		4.52	4.91	4.47
17444	231660-a44092-d32947-121306-5a1765-5a537-33276-8c2935-31171-a21596-431608-272349	21	未知	5	NULL		4.89	5	0
17445	3f1985-253623-982162-613072-6d930-ae786-121306-eb2057-403236-431608-272349	0	0	0	94		4.82	4.92	4.83
17446	231660-1d3469-432039-bc3855-e21602-43819-54938-431608	0	26	0	8		4.73	4.97	4.74
17447	2e168-e71983-5b1293-121306-b62021-3f3154-223743-431608-272349	1	46	0	655		4.69	4.78	4.71
17448	c3176-d32947-43819-6d3428	0	26	0	8		4.79	4.89	4.79
17449	2e1710-2e1710-c7153-121306-98742-2e1710-431608-272349	28	未知	10	NULL		4.81	5	0
17450	8e2500-fa1254-39147-1d2113-121306-451278-8b2706-431608-272349	1	13	0	140		4.46	4.84	4.48
17451	dd3028-2f273-a41365-363657-3c2588-021794-b82604-121306-a8269-68558-50882-433290-253623-ee867-a22132-99196-99196-431608-272349	1	46	0	711		4.84	4.94	4.83
17452	eb2057-031708-bc3855-e21602-43819-54938-121306-6b3322-423697-2c1019-43819-b43550-272349	0	26	0	8		4.75	4.83	4.83
17453	a93922-4a3834-5a2590	1	16	0	8		4.4	5	4.4
17454	6b3114-0f2811-8a2234-502741-121306-ce4073-2e2108-f11735-102277-342036-431608-272349	1	13	0	8		4.3	4.45	4.3
17455	f51944-211143-a81828-121306-82308-68558-063761-431608-272349	12	未知	3	NULL		4.29	4.8	0
17456	0b4049-5b1293-1d1024-5b1686-1d1024-1f2314-604088-b53745-e41314	1	16	0	8		4.77	5	4.75
17457	59550-642862-f64018-c53116-fc3373-a23694-b43550-121306-0926-6b3322-e23063-431608-272349	0	70	0	NULL		0	0	0
17458	1d1912-f63192-f63192-d686-361622-c53116-66812-b43550-121306-9b2653-24542-3b4047-431608-272349	1	59	0	8		4.76	4.89	4.77
17459	bf785-4a3834-5b1293-f92450-9b3686-4a3834-79400-79400-c31718-021794-121306-083121-193506-8c2935-431608-272349	1	69	0	1395		4.74	4.83	4.74
17460	a8269-a8269-0b4049-b82604	0	57	0	8		4.48	4.67	4.48
17461	923691-762750-b7307-8f2156-121306-492461-24542-431608-272349	28	未知	10	NULL		4.83	5	0
17462	fc647-ac4075-ac4075-b82604-431608-121306-553768-dc3924-231660-492461-431608-272349	1	14	0	1396		4.8	4.92	4.81
17463	843204-7d1638-ab404-a44092-2c1019-a13945-c62143-c34009-2c1019-121306-661087-f81036-713861-431608-272349	3	10	0	8		4.69	5	4.72
17464	f72290-262624-a7838-121306-8d3794-342036-901869-713861-901015-39147-24542-5a1952-ac854-8c2935-431608-272349	13	未知	2	8		4.87	5	4.85
17465	a8269-292326-202799-2e1710-1e4086-4a2318-121306-a22084-501648-431608-272349	1	16	0	495		4.52	4.94	4.52
17466	db2810-352708-e41314-6f228-c62143-59366-572883-121306-3e1059-c60-0b118-431608-272349	0	60	0	NULL		0	0	0
17467	87965-351117-b0540-a7398-d82616-f51944-262624-121306-051683-2b3117-192896-652408-431608-272349	6	未知	2	250		4.82	5	4.82
17468	43819-0e3393-5d709-d556-121306-2b2486-2c3454-af843-431608-272349	14	未知	1	8		4.86	4.97	4.84
17469	d82670-943406-c02692-cf2679-121306-792828-fa1254-c02692-cf2679-431608-272349	27	未知	9	NULL		0	0	0
17470	16978-16978-16978-2a1361-b1749-931140-121306-492461-2c3454-241227-431608-272349	21	未知	5	NULL		4.98	4.95	0
17471	d556-042150-062757-59366-572883-121306-5315-73585-431608-272349	0	12	0	8		4.75	4.89	4.72
17472	72226-8d1398-2e1710-121306-af1443-5c1933-dc2847-dc2847-652546-a22132-99196-99196-431608-272349	1	23	0	187		4.39	4.86	4.38
17473	b2193-923691-321829-5b1293	4	88	0	NULL		0	0	0
17474	231660-bf1273-5b1293-2d263-ab327-66812	1	76	0	8		4.83	4.87	4.8
17475	dd3466-9d3940-db1604-c02692-cf2679-db3612-dd650-df2800-121725-121306-e72968-0e3899-f81036-431608-272349	5	未知	1	1278		4.96	5	4.93
17476	422539-16978-422539-c53116-fc3373-a23694-b43550-121306-cf2679-111881-e21602-431608-272349	0	70	0	NULL		0	0	0
17477	321829-60442-4a3834-121306-102277-9f1640-911529-c1591-5a537-f83517-ce4005-431608-272349	7	36	0	155		4.95	5	5
17478	4a3834-52727-192896-c62143-102277-9f1640-c53116-4a3834-121306-402923-24542-231660-d0128-431608-272349	1	2	0	1273		4.79	4.72	4.79
17479	022488-051683-e33426-1c925-961815-121306-ce4073-50882-262634-431608-272349	0	12	0	12		4.53	4.86	4.65
17480	36950-9067-6a1719-6c1982-a54081-3c1399-c34009-2c1019-121306-102284-f11735-431608-272349	7	37	0	8		4.82	4.89	4.84
17481	d4496-fa562-db3612-0a2820-a81828-2e1710-8a2234-262634	1	30	0	8		3.57	5	3.57
17482	fc3037-9f1640-8a2234-5f730-693510-de2424-c53116-121306-342036-cd3847-932203-431608-272349	1	32	0	8		4.62	4.86	4.59
17483	6f178-323291-3b4047	15	未知	1	8		5	5	5
17484	8a2234-b2193-a71778-693510-363247-042150-b2193-6e2940-a23694-b43550-121306-8d3794-a32507-642862-901869-713861-923691-dd497-6b1586-be65-5a1952-ac854-8c2935-431608-272349	0	15	0	NULL	4	0	0	0
17485	432547-a72217-87965-812352-432547-513720-e14039-d556	22	未知	7	NULL		0	0	0
17486	923691-361409-b7307-8f2156	32	未知	10	NULL		4.83	4.72	0
17487	342036-59962-e63234-4a2318-121306-cc34-621482-5e2725-951677-431608-272349	0	28	0	8		4.47	5	4.53
17488	182598-a72217-a54081-a63626-c34009-2c1019-121306-8d3794-16978-59550-901869-713861-901015-68558-253866-082331-cc2258-5a1952-ac854-8c2935-431608-272349	7	37	0	8		4.38	4.79	4.4
17489	0b4049-641271-de2424-c53116-121306-812352-431248-693510-8a2234-342412-981676-2a3382-db928-431608-272349	1	32	0	8		4.81	4.99	4.78
17490	b53745-193506-403983-691150-3c1399-121306-253555-fa1254-431608-272349	6	未知	2	8		4.79	5	4.79
17491	102277-9f1640-6e1862-3a1822-52727-231402-571196-be1093-e14039-d556	36	未知	6	NULL		0	0	0
17492	b92083-cf3372-c53116-2c1019-79400-121306-231660-c7153-e314-044020-cd3847-431608-272349	7	49	0	8		4.97	5	4.95
17493	24542-eb2057-882914-c62143-e73583-021794	1	20	0	8		0	0	0
17494	923691-e42236-4c2815-c62143-d63854-2c1019-28807-442854-121306-65804-682899-fc647-ed2191-431608-272349	0	0	0	731		4.77	5	4.77
17495	29900-41810-842342-121306-39147-84752-431608-272349	17	未知	4	NULL		5	5	0
17496	3f1985-253623-982162-613072-6d930-ae786-121306-a21596-573347-e21602-39147-431608-272349	0	0	0	94		4.91	4.96	4.9
17497	361233-361233-8a2234-cf2679-c02692-11995-121306-a21596-573347-402923-cd3847-431608-272349	6	未知	2	8		0	0	0
17498	361409-094065-87965-52727	32	未知	10	NULL		4.64	4.73	0
17499	002989-292326-e01010-de2424-c53116	1	32	0	NULL	6	0	0	0
17500	171071-db2797-812352-c62143-a13945-e33426-121306-72590-5a537-431608-272349	0	12	0	1397		4.77	4.88	4.77
17501	5f1172-602975-262624-d42982	6	未知	2	8		4.27	5	4
17502	28560-fa1254-e33426-1c925-901015-de2424-243077-121306-621482-cc2258-9b2653-871632-431608-272349	0	12	0	8		4.66	4.89	4.7
17503	d83957-104054-aa3982-312841-873094-b82604-121306-cf2679-111881-102277-871632-431608-272349	0	57	0	479		4.91	4.95	4.93
17504	f72290-cf1645-bd3656-251116-121306-cf2679-f13620-b42747-e42236-431608-272349	0	4	0	47		4	4.38	4.46
17505	8c3040-602975-f51944-db2797-812352-c02692-f51944-f92329-121306-52727-1c925-a7398-431608-272349	40	未知	3	NULL		4.98	5	0
17506	682644-db2797-812352-d13754-621274-361622-953430-d72063	0	86	0	8		4.46	4.86	4.61
17507	8e302-262624-121306-353998-67198-871632-431608-272349	6	未知	2	8		0	0	0
17508	bf1514-10905-c13220-bd3656-251116-c62143-402923-e41314-c62143-2b3552-1c3929-121306-381655-5315-e21602-431608-272349	0	4	0	8		0	0	0
17509	8b3036-7f4028-db2797-812352-c62143-43819-54938-c62143-341620-233398-6d3428-121306-16978-d92985-0c1478-901869-713861-a93922-031708-621482-c7153-5a1952-ac854-8c2935-272349	0	39	0	172		4.56	4.76	4.56
17510	042150-b12072-5a1952-121306-39147-e61012-c71996-e1869-272349	2	未知	1	17		4.93	4.91	4.93
17511	812439-b82976-842325-031473	0	40	0	8		4.9	5	4.79
17512	37300-1c3933-c62143-2c3454-c63006-dc3059-2d313-743115-ac854-121306-6b3322-432039-431608-272349	0	34	0	NULL		0	0	0
17513	b2193-47115-3b4047-121306-c2207-65804-431608-272349	2	未知	1	802		4.61	5	4.61
17514	87107-611350-87107-611350-262624-d42982-121306-321829-ed2191-431608-272349	6	未知	2	8		4.76	4.88	4.77
17515	1b1099-da697-2522-2522-032517-dd2480-a53996-643433-df2800-023207-fd2565-151661-063761-431608-121306-52727-1c925-a7398-431608-272349	0	0	0	431		4.9	4.92	4.94
17516	291209-072829-812439-a92158-6b3322-423697-2c1019-43819-b43550-121306-192896-652408-431608-272349	0	56	0	8		4.63	5	4.65
17517	ac854-f11735-8a2234-be65	1	13	0	8		4.38	4.82	4.42
